<oov> 1.0	oov
لبرٹی 1.0	L I B A R T II
اکثر 1.0	A K S A R
ڈونر 1.0	D OO N A R
اسلحے 1.0	A S L AY
دیواروں 1.0	DD II V AA R OON
ٹکٹوں 1.0	T I K A T OON
خط 1.0	X A TD
قائد 1.0	Q AA I DD
اِسے 1.0	I S AY
ورائٹی 1.0	V A R AA I T II
اقارب 1.0	A Q AA R I B
قائم 1.0	Q AA I M
چہروں 1.0	TS AEH H R OON
سامنا 1.0	S AA M N AA
فرزند 1.0	F A R Z A N DD
آگاہی 1.0	AA G AA H II
پھینٹیں 1.0	PH AE N T AYN
اِسی 1.0	I S II
مثال 1.0	M I S AA L
بچنے 1.0	B A TS N AY
پارٹی 1.0	P AA R T II
جمہوریت 1.0	DZ A M H UU R II J A TD
ساکھ 1.0	S AA KH
کپڑوں 1.0	K A P RR OON
بچنا 1.0	B A TS N AA
شاہدرہ 1.0	SH AA H DD I R AA
سامنے 1.0	S AA M N AY
سراج 1.0	S A R AA DZ
زینب 1.0	Z AE N B
بندر 1.0	B A N DD A R
دلنے 1.0	DD I L N AY
کاغان 1.0	K AA GG AA N
سیاحوں 1.0	S I J J AA H OON
صلاحیتوں 1.0	S A L AA H II J A TD OON
غسل 1.0	GG A S A L
تحفیظ 1.0	TD A H F II Z
پرلئی 1.0	P U R L A II
کومل 1.0	K OO M A L
اِسم 1.0	I S M
فرحت 1.0	F A R H A TD
نظیر 1.0	N A Z II R
ضدی 1.0	Z I DD DD II
خامیوں 1.0	X AA M II OON
جاری 1.0	DZ AA R II
بولنا 1.0	B OO L N AA
فورا 1.0	F OO R AA
آپے 1.0	AA P AY
جوابات 1.0	DZ A V AA B AA TD
تیر 1.0	TD AE R
پڑھنے 1.0	P A RRH N AY
تیز 1.0	TD AY Z
ہمراہ 1.0	H A M R AA
چیزوں 1.0	TS II Z OON
تھکن 1.0	TDH A K A N
امانت 1.0	A M AA N A TD
پروفیسر 1.0	P A R OO F AE S A R
لاٹھی 1.0	L AA TH II
خاران 1.0	X AA R AA N
کشکول 1.0	K A SH K UU L
میڈیا 1.0	M AE D I J AA
تیل 1.0	TD II L
تین 1.0	TD II N
انتھک 1.0	A N TDH A K
کمیٹیوں 1.0	K A M AY T II OON
چلاتا 1.0	TS A L AA TD AA
حنان 1.0	H I N AA N
دھوم 1.0	DDH UU M
دھول 1.0	DDH UU L
دباو 1.0	DD A B AA OO
اختلا 1.0	I X TD I L AA
طبیبہ 1.0	TD A B II B AA
اصلاحات 1.0	I S L AA H AA TD
چلاتی 1.0	TS A L L AA TD II
سننے 1.0	S U N N AY
انتہائی 1.0	I N TD I H AA II
ہیں 1.0	H IIN
پٹرولیم 1.0	P I T R OO L I J A M
کشمور 1.0	K A SH M UU R
یہاں 1.0	J A H AAN
تابدار 1.0	TD AA B DD AA R
تھکے 1.0	TDH A K K AY
مسافروں 1.0	M U S AA F I R OON
غضنفر 1.0	GG A Z N A F A R
مرزا 1.0	M A R Z AA
آنسو 1.0	AA N S UU
دیہاڑے 1.0	DD AY H AA RR AY
چاول 1.0	TS AA V A L
پھول 1.0	PH UU L
پڑھنا 1.0	P A RRH N AA
احکامات 1.0	I H K AA M AA TD
قابل 1.0	Q AA B I L
روانی 1.0	R A V AA N II
روانہ 1.0	R A V AA N AA
قابو 1.0	Q AA B UU
بک 1.0	B U K
فوری 1.0	F OO R II
بولنے 1.0	B OO L N AY
بہادری 1.0	B A H AA DD R II
ثوبیہ 1.0	S UU B I J AA
ہیے 1.0	H II AY
ڈالنی 1.0	D AA L N II
کوہستان 1.0	K OO H I S TD AA N
جالب 1.0	DZ AA L I B
جوں 1.0	DZ UUN
علاقہ 1.0	A L L AA Q AA
گہرائی 1.0	G AEH H R AA II
تاروں 1.0	TD AA R OON
طغیانی 1.0	TD U GG J AA N II
سرور 1.0	S A R UU R
یتیم 1.0	J A TD II M
جمعے 1.0	DZ A M AY
روحی 1.0	R UU H II
سپریم 1.0	S I P R II M
عندلیب 1.0	A N DD A L II B
گڑگڑاہت 1.0	G I RR G I RR AA H A TD
دائمہ 1.0	DD AA I M AA
دہانی 1.0	DD A H AA N II
عارفہ 1.0	AA R I F AA
فورٹرس 1.0	F OO R T R A S
ڈالنا 1.0	D AA L N AA
جوہی 1.0	DZ UU H II
عوام 1.0	A V AA M
گورنر 1.0	G A V A R N A R
اقدام 1.0	I Q DD AA M
چھاپے 1.0	TSH AA P AY
رونے 1.0	R OO N AY
سیڑھی 1.0	S II RRH II
سمہ 1.0	S A M AA
بچاو 1.0	B A TS AA OO
غازیہ 1.0	GG AA Z I J AA
پہنو 1.0	P AEH H N OO
بِلاشبہ 1.0	B I L AA SH A B AA
حظیظ 1.0	H A Z II Z
شگون 1.0	SH A G UU N
کھیتوں 1.0	KH AY TD OON
وکیلوں 1.0	V A K AY L OON
کوتاہی 1.0	K OO TD AA H II
ہیڈماسڑ 1.0	H AE D M AA S A RR
عالیہ 1.0	AA L I J AA
پہنا 1.0	P AEH H N AA
لودھراں 1.0	L UU DDH R AAN
پیغام 1.0	P AE GG AA M
ناکامی 1.0	N AA K AA M II
ٹیلیفون 1.0	T AE L II F UU N
میلہ 1.0	M AY L AA
خبریں 1.0	X A B R AYN
جگت 1.0	DZ U G A TD
مشوروں 1.0	M A SH V A R OON
رنگیلا 1.0	R A NG G II L AA
میلسی 1.0	M AE L S II
گوجرانوالہ 1.0	G UU DZ A R A N V AA L AA
خریدوں 1.0	X A R II DD OON
جگہ 1.0	DZ A G AA
چھپاتے 1.0	TSH U P AA TD AY
کھاؤ 1.0	KH AA OO
سعود 1.0	S A UU DD
شرکاء 1.0	SH A R A K AA
تاخیر 1.0	TD AA X II R
دائر 1.0	DD AA I R
ملزمان 1.0	M U L Z I M AA N
فاصلے 1.0	F AA S I L AY
قومیں 1.0	Q O M AYN
چائییے 1.0	TS AA II J AY
لاکھ 1.0	L AA KH
ملکوں 1.0	M U L K OON
گاڑیوں 1.0	G AA RR II OON
شہریار 1.0	SH AEH H R J AA R
واپڈا 1.0	V AA P D AA
پہنچ 1.0	P OOH H N TS
تنظیمں 1.0	TD A N A Z Z AYN M
عفیرہ 1.0	A F II R AA
نمبر 1.0	N A M B A R
اجداد 1.0	A DZ DD AA DD
تعلیم 1.0	TD A L II M
اکیڈمی 1.0	A K AE D M II
رو 1.0	R OO
صوفے 1.0	S OO F AY
حمیم 1.0	H A M II M
سبب 1.0	S A B A B
کھیلا 1.0	KH AY L AA
اوٹ 1.0	UU T
سبق 1.0	S A B A Q
ہڑتال 1.0	H A RR TD AA L
رس 1.0	R A S
رش 1.0	R A SH
عبادت 1.0	I B AA DD A TD
ناپید 1.0	N AA P II DD
اقدامات 1.0	I Q DD AA M AA TD
معصوم 1.0	M AA S UU M
حمید 1.0	H A M II DD
رد 1.0	R A DD
رخ 1.0	R U X
ملک 1.0	M U L A K
پالیسی 1.0	P AA L II S II
رہ 1.0	R A H
جیو 1.0	DZ II V
حوالے 1.0	H A V AA L AY
جیل 1.0	DZ AY L
جیٹ 1.0	DZ AE T
کھیلی 1.0	KH AY L II
کھیلے 1.0	KH AY L AY
اوچ 1.0	OO TS
غپاڑہ 1.0	GG U P AA RR AA
چترال 1.0	TS I TD R AA L
ہٹا 1.0	H A T T AA
کمپنیاں 1.0	K A M P A N I J AAN
زمنیدار 1.0	Z I M A N II DD AA R
صبیح 1.0	S A B II
کسانوں 1.0	K I S AA N OON
ہمبر 1.0	H A M B A R
سبی 1.0	S A B II
دکھائے 1.0	DD I KH AA AY
قرضوں 1.0	Q A R Z OON
نورالحَسن 1.0	N O R U L H A S A N
ملی 1.0	M A L II
ملے 1.0	M I L AY
جیت 1.0	DZ II TD
جیب 1.0	DZ AE B
دکھائی 1.0	DD I KH AA II
رک 1.0	R U K
تک 1.0	TD A K
ملازمت 1.0	M U L AA Z A M A TD
فلمسازوں 1.0	F I L M S AA Z OON
نکالیں 1.0	N I K AA L AYN
کھلاڑیوں 1.0	KH I L AA RR II OON
زدہ 1.0	Z A DD DD AA
ستاروں 1.0	S I TD AA R OON
بلاؤ 1.0	B U L AA OO
بیان 1.0	B A J AA N
اڑھائی 1.0	A RRH AA II
کلچر 1.0	K U L TS A R
عبدالرحمن 1.0	A B DD U L R AY M A N
لہر 1.0	L AEH H R
ڈھک 1.0	DH A K
شامل 1.0	SH AA M I L
تربیت 1.0	TD A R B II J A TD
دیا 1.0	DD I J AA
اتارنا 1.0	U TD AA R N AA
اسناد 1.0	A S N AA DD
ٹیبل 1.0	T AY B A L
گھاس 1.0	GH AA S
کوششوں 1.0	K OO SH I SH OON
وزیرِثقافت 1.0	V A Z II R AY I S Q AA F A TD
آواز 1.0	AA V AA Z
تولیے 1.0	TD OO L J AY
رکنی 1.0	R U K N II
مدیر 1.0	M U DD II R
حاظرین 1.0	H AA Z I R II N
جوتے 1.0	DZ UU TD AY
کلیمہ 1.0	K A L II M AA
ڈھا 1.0	DH AA
ڈھب 1.0	DH A B
میٹنگ 1.0	M II T I NG
عاطف 1.0	AA TD I F
فردین 1.0	F A R DD II N
بیٹسمین 1.0	B AE T S M AE N
بدلہ 1.0	B A DD L AA
انسان 1.0	I N S AA N
بدلی 1.0	B A DD L II
سنبھال 1.0	S A M BH AA L
شعراء 1.0	SH U A R AA
بدلے 1.0	B A DD L AY
پاؤں 1.0	P AA UUN
خاندان 1.0	X AA N DD AA N
نگرانی 1.0	N I G R AA N II
نمائندگی 1.0	N U M AA I N DD A G II
ریفرنس 1.0	R AE F R A N S
فیصد 1.0	F II S A DD
ڈوب 1.0	D UU B
ڈیرہ 1.0	D AY R AA
اوارد 1.0	A V AA R I DD
سبزی 1.0	S A B Z II
مراحل 1.0	M U R AA H A L
ڈیرے 1.0	D AY R AY
کھیلنے 1.0	KH AY L N AY
آبرہ 1.0	AA B R AA
کھیلنا 1.0	KH AY L N AA
کورٹ 1.0	K OO R T
وآواز 1.0	V AA V AA Z
نائلہ 1.0	N AA I L AA
نمائشی 1.0	N U M AA I SH II
اندر 1.0	A N DD A R
کتابوں 1.0	K I TD AA B OON
ٹیکس 1.0	T AE K S
آبدیدہ 1.0	AA B DD II DD AA
مہمانِ 1.0	M AEH H M AA N AY
چارسدہ 1.0	TS AA R S A DD AA
کورس 1.0	K UU R S
انکار 1.0	I N K AA R
چوراہوں 1.0	TS O R AA H OON
ثمینہ 1.0	S A M II N AA
گھٹتی 1.0	GH A T TD II
ہوزان 1.0	H OO Z AA N
توصیف 1.0	TD O S II F
امبر 1.0	A M B A R
بوندا 1.0	B O N DD AA
کھلتی 1.0	KH I L TD II
ذوالفقار 1.0	Z U L F I Q AA R
سکینہ 1.0	S A K II N AA
روجھان 1.0	R UU DZH AA N
عورتوں 1.0	O R A TD OON
کاکول 1.0	K AA K UU L
والدین 1.0	V AA L DD II N
الحمرا 1.0	A L H I M R AA
مصور 1.0	M U S UU R
دار 1.0	DD AA R
زبانوں 1.0	Z U B AA N OON
شکی 1.0	SH I K K II
ترجیحات 1.0	TD A R DZ II H AA TD
نیلوفر 1.0	N AY L OO F A R
عامر 1.0	AA M I R
داؤ 1.0	DD AA OO
مزاحمت 1.0	M U Z AA H A M A TD
طوفان 1.0	TD UU F AA N
ہڑپہ 1.0	H A RR P AA
سنجیدگی 1.0	S A N DZ II DD G II
مشاعروں 1.0	M U SH AA A R OON
پہلوان 1.0	P AEH H L V AA N
بنگلہ 1.0	B A NG L AA
ٹیموں 1.0	T II M OON
زد 1.0	Z A DD
پروگرام 1.0	P A R OO G A R AA M
منی 1.0	M A N II
مبصیرین 1.0	M U B S II R II N
منہ 1.0	M U N H
ٹھنڈیانی 1.0	TH A N D I J AA N II
عامل 1.0	AA M I L
تباہ 1.0	TD A B AA
دام 1.0	DD AA M
منزل 1.0	M A N Z I L
بنوایا 1.0	B A N V AA J AA
لگوانا 1.0	L A G V AA N AA
علیم 1.0	A L II M
انور 1.0	A N V A R
وارث 1.0	V AA R I S
ایاز 1.0	I J AA Z
شکل 1.0	SH A K L
زہرہ 1.0	Z AEH H R AA
جوڈیشیل 1.0	DZ OO D II SH AY L
منع 1.0	M A N N AA
سیٹلائٹ 1.0	S AE T L AA I T
شاہراہِقائدِاعظم 1.0	H AA H AA R AY Q A AY DD I AA Z A M
لگائی 1.0	L A G AA II
بلوچستان 1.0	B A L OO TS I S TD AA N
منا 1.0	M A N N AA
محبوب 1.0	M A H B UU B
بادام 1.0	B AA DD AA M
حیرت 1.0	H AE R A TD
ادریس 1.0	I DD R AE S
بوڑھے 1.0	B UU RRH AY
نہیں 1.0	N A H AYN
انسانیت 1.0	I N S AA N II J A TD
شکر 1.0	SH U K A R
تصاویر 1.0	TD A S AA V II R
اَن 1.0	A N
صہبا 1.0	S A H B AA
نشتر 1.0	N I SH TD A R
حبیبہ 1.0	H A B II B AA
موسلادھار 1.0	M OO S L AA DDH AA R
دودھ 1.0	DD UU DDH
وجہ 1.0	V A DZ AA
کہوٹہ 1.0	K A H UU T AA
جہان 1.0	DZ A H AA N
ٹیکسلا 1.0	T AE K S A L AA
پھلنا 1.0	PH A L N AA
ہوتا 1.0	H OO TD AA
ہنین 1.0	H A N II N
دولت 1.0	DD O L A TD
سردار 1.0	S A R DD AA R
شہنشاہوں 1.0	SH A H A N SH AA H OON
جنگیں 1.0	DZ A NG G AYN
مٹھی 1.0	M U TH TH II
سڑکیں 1.0	S A RR K AYN
مظاہرہ 1.0	M U Z AA H A R AA
پھرتے 1.0	PH I R TD AY
اتنے 1.0	I TD N AY
بوجھ 1.0	B UU DZH
طیب 1.0	TD AE B
ہسپتالوں 1.0	H A S P A TD AA L OON
اتنی 1.0	I TD N II
کشور 1.0	K A SH UU R
نواں 1.0	N A V AAN
تیزی 1.0	TD AY Z II
ہوتی 1.0	H OO TD II
اندیشے 1.0	A N DD AY SH AY
ہوتے 1.0	H OO TD AY
اندیشہ 1.0	A N DD AY SH AA
سعودی 1.0	S A UU DD II
فراہمی 1.0	F A R AA H A M II
مٹھن 1.0	M I TH A N
سٹیڈیم 1.0	S A T AY D I J A M
انڈسڑی 1.0	I N D A S RR II
سنوار 1.0	S A N V AA R
تہذیب 1.0	TD AEH H Z II B
فرحانہ 1.0	F A R H AA N AA
اسلامک 1.0	I S L AA M I K
اپنے 1.0	A P N AY
حصار 1.0	H I S S AA R
گ 1.0	G
پہن 1.0	P AEH H A N
پہل 1.0	P AEH H L
اپنی 1.0	A P N II
قائدین 1.0	Q AA I DD II N
ل 1.0	L
نتائج 1.0	N A TD AA I DZ
کھوئے 1.0	KH OO AY
پسندیدہ 1.0	P A S A N DD II DD AA
کھوئی 1.0	KH OO II
بلکہ 1.0	B A L K AA
تلقین 1.0	TD A L Q II N
ہلاکتوں 1.0	H A L L AA K A TD OON
جنون 1.0	DZ U N UU N
اسلامی 1.0	I S L AA M II
کمزور 1.0	K A M Z OO R
کانپور 1.0	K AA M P UU R
استعمال 1.0	I S TD AY M AA L
گنا 1.0	G I N AA
ستارہ 1.0	S A TD AA R AA
لیجئیے 1.0	L II DZ II AY
روایات 1.0	R A V AA J AA TD
ستارے 1.0	S I TD AA R AY
شیروانی 1.0	SH AE R V AA N II
حارثہ 1.0	H AA R I S AA
سجے 1.0	S A DZ AY
اپنا 1.0	A P N AA
صداقت 1.0	S A DD DD AA Q A TD
نوشکی 1.0	N O SH K II
انبساط 1.0	I M B I S AA TD
سواری 1.0	S A V AA R II
شادباغ 1.0	SH AA DD AY B AA GG
محکے 1.0	M U H K AY
بارہ 1.0	B AA R AA
باری 1.0	B AA R II
بارے 1.0	B AA R AY
اہم 1.0	A H A M
اہل 1.0	A H L
اقوام 1.0	I Q V AA M
بندوق 1.0	B A N DD UU Q
صفدر 1.0	S A F DD A R
بجے 1.0	B A DZ AY
فضیلہ 1.0	F A Z II L AA
چھوٹا 1.0	TSH UU T AA
ڈرپوک 1.0	D A R P O K
انگور 1.0	A NG G UU R
بنٹی 1.0	B A N T II
کراچی 1.0	K A R AA TS II
ژالہ 1.0	ZZ AA L AA
بھوسے 1.0	BH UU S AY
خلاف 1.0	X A L L AA F
ریفری 1.0	R AE F R II
بارک 1.0	B AA R K
ثقافتی 1.0	S A Q AA F A TD II
پارینہ 1.0	P AA R II N AA
انفارمیشن 1.0	I N F AA R M AY SH A N
ذہن 1.0	Z AY H N
ہنسی 1.0	H A N S II
ٹیکسٹائل 1.0	T AE K S T AA I L
بجٹ 1.0	B A DZ A T
صائمہ 1.0	S AA I M AA
ارادہ 1.0	I R AA DD AA
بھگا 1.0	BH A G AA
ہتھیاروں 1.0	H A TDH J AA R OON
ارادے 1.0	I R AA DD AY
شبانہ 1.0	SH A B AA N AA
دعائیں 1.0	DD U AA AYN
نشانہ 1.0	N I SH AA N AA
جمیلہ 1.0	DZ A M AY L AA
نشانے 1.0	N I SH AA N AY
چھوٹے 1.0	TSH UU T AY
اورنگ 1.0	OO R A NG
فضیلت 1.0	F A Z II L A TD
چھوٹی 1.0	TSH UU T II
روزی 1.0	R OO Z II
سہولت 1.0	S A H UU L A TD
چادر 1.0	TS AA DD A R
روزہ 1.0	R OO Z AA
بارز 1.0	B AA R Z
بارش 1.0	B AA R I SH
رخسار 1.0	R U X S AA R
جڑواں 1.0	DZ A RR V AAN
جامپور 1.0	DZ AA M P UU R
الماری 1.0	A L M AA R II
سردیوں 1.0	S A R DD II OON
مرنے 1.0	M A R N AY
بھڑک 1.0	BH A RR A K
وہیں 1.0	V A H AYN
باندھا 1.0	B AA N DDH AA
شاکرہ 1.0	SH AA K I R AA
مجلس 1.0	M U DZ L I S
کمبل 1.0	K A M B A L
کمبر 1.0	K A M B A R
ظریف 1.0	Z A R II F
چنار 1.0	TS A N AA R
موضوع 1.0	M O Z UU
شرکت 1.0	SH I R K A TD
وسطی 1.0	V A S TD II
مہنگائی 1.0	M AEH H NG G AA II
فاتحہ 1.0	F AA TD I H AA
دھوکہ 1.0	DDH OO K AA
علاج 1.0	A L L AA DZ
اسرار 1.0	A S R AA R
خوکشی 1.0	X U K SH II
یاد 1.0	J AA DD
بدقسمتی 1.0	B A DD Q I S M A TD II
لیڈر 1.0	L II D A R
یار 1.0	J AA R
باورچیوں 1.0	B AA V A R TS II OON
کئے 1.0	K I AY
سٹور 1.0	S A T OO R
کئی 1.0	K A II
متوقع 1.0	M U TD A V A Q Q AY
عظیم 1.0	A Z II M
امجد 1.0	I M DZ A DD
یادگار 1.0	J AA DD G AA R
محکموں 1.0	M U H K A M OON
عادل 1.0	AA DD I L
برتنے 1.0	B A R A TD N AY
باغِجناح 1.0	B AA GG I DZ N AA
منشی 1.0	M U N A SH SH II
سیکھتے 1.0	S II KH TD AY
گاڑیاں 1.0	G AA RR I J AAN
سٹہ 1.0	S A T T AA
طلبہ 1.0	TD A L B AA
طلبی 1.0	TD A L B II
کالونیاں 1.0	K AA L UU N I J AAN
سٹی 1.0	S A T II
شہود 1.0	SH U H UU DD
اٹھو 1.0	U TH TH
وہاڑی 1.0	V A H AA RR II
دستی 1.0	DD A S TD II
نکالنا 1.0	N I K AA L N AA
اپناتی 1.0	A P N AA TD II
اوصاف 1.0	O S AA F
مشکوک 1.0	M A SH K UU K
حسی 1.0	H A S II
مٹھائی 1.0	M I TH AA II
داڑو 1.0	DD AA RR OO
پچھلی 1.0	P I TSH L II
کانجن 1.0	K AA N DZ A N
امیدوار 1.0	U M II DD V AA R
رہائشگاہ 1.0	R A H AA I SH G AA
سیکورٹی 1.0	S II K OO R T II
پچھلے 1.0	P I TSH L AY
زندگی 1.0	Z I N DD A G II
حفیظ 1.0	H A F II Z
اٹھی 1.0	U TH II
افسروں 1.0	A F S A R OON
نرمی 1.0	N A R M II
اپوزیشن 1.0	A P OO Z II SH A N
آیا 1.0	AA J AA
اسٹیٹ 1.0	I S T AY T
منورہ 1.0	M A N A V V A R AA
حدیقہ 1.0	H A DD II Q AA
قوم 1.0	Q O M
مشکور 1.0	M A SH K UU R
زینت 1.0	Z II N TD
سیکرٹری 1.0	S AE K R I T R II
سیکھتا 1.0	S II KH TD AA
میوزک 1.0	M I J UU Z I K
حماد 1.0	H A M M AA DD
کرسی 1.0	K U R S II
حماس 1.0	H A M M AA S
گناہگار 1.0	G U N AA H G AA R
پابندئِ 1.0	P AA B A N DD I AY
نڈھال 1.0	N I DH AA L
ظاہر 1.0	Z AA H I R
ناکارہ 1.0	N AA K AA R AA
قائدِاعظم 1.0	Q AA AY DD AY A A M M
آنکھوں 1.0	AA N KH OON
مزمل 1.0	M U Z I M I L
لہجہ 1.0	L AEH H DZ AA
ماہرِ 1.0	M AA H I R AY
گلبدن 1.0	G U L B A DD A N
سمگلنگ 1.0	S I M A G L I NG
دباؤ 1.0	DD A B AA OO
پیار 1.0	P I J AA R
ھالہ 1.0	DZH AA L
اسٹیڈیم 1.0	I S T AY D I J A M
ماہرین 1.0	M AA H I R II N
فیصل 1.0	F AE S A L
جماعت 1.0	DZ A M AA A TD
ہومز 1.0	H OO M Z
پلیٹ 1.0	P A L AY T
عام 1.0	AA M
کامران 1.0	K AA M R AA N
شمشیر 1.0	SH A M SH II R
چابیاں 1.0	TS AA B I J AAN
ریما 1.0	R II M AA
رونمائی 1.0	R O N U M AA II
ماہرہ 1.0	M AA H I R AA
غنیمہ 1.0	GG A N II M AA
گئی 1.0	G A II
رواداری 1.0	R A V AA DD AA R II
توبہ 1.0	TD OO B AA
پولٹری 1.0	P OO L T A R II
مستحق 1.0	M U S TD A H A Q
فصیح 1.0	F A S II
نازک 1.0	N AA Z I K
دہی 1.0	DD A H II
عائد 1.0	AA I DD
شہباز 1.0	SH A H B AA Z
ایجاد 1.0	II DZ AA DD
حکیمہ 1.0	H A K II M AA
بھکر 1.0	BH A K A R
چونکہ 1.0	TS O N K AA
تالوں 1.0	TD AA L OON
پروفیر 1.0	P A R OO F AE R
ظاہری 1.0	Z AA H I R II
ظاہرہ 1.0	Z AA H I R AA
چاند 1.0	TS AA N DD
برابری 1.0	B A R AA B A R II
عروسہ 1.0	A R UU S AA
عروسی 1.0	U R UU S II
ڈیوس 1.0	D AE V I S
شجاعت 1.0	SH U DZ AA A TD
سرخی 1.0	S U R X II
جانی 1.0	DZ AA N II
خازمہ 1.0	X AA Z I M AA
بادشاہی 1.0	B AA DD SH AA H II
سرگودھا 1.0	S A R G OO DDH AA
نجیبہ 1.0	N A DZ II B AA
جانے 1.0	DZ AA N AY
لگوایا 1.0	L A G V AA J AA
چارج 1.0	TS AA R DZ
درکار 1.0	DD A R K AA R
چونگی 1.0	TS UU NG G II
کھڈیاں 1.0	KH A D D I J AAN
جاسر 1.0	DZ AA S I R
مجرم 1.0	M U DZ R A M
چوبیس 1.0	TS O B II S
چارہ 1.0	TS AA R AA
چارے 1.0	TS AA R AY
جانب 1.0	DZ AA M I B
بینی 1.0	B AE N II
ہیبتی 1.0	H AY B TD II
بھجانے 1.0	BH U DZ AA N AY
بادشاہت 1.0	B AA DD SH AA H A TD
کنویں 1.0	K U N V AYN
جانا 1.0	DZ AA N AA
پشاور 1.0	P I SH AA V A R
اچھّے 1.0	U TSH TSH AY
دماغ 1.0	DD A M AA GG
لاشیں 1.0	L AA SH AYN
بٹائیں 1.0	B A T AA AYN
نواز 1.0	N A V V AA Z
نواب 1.0	N A V V AA B
درمیان 1.0	DD A R M A J AA N
ذہین 1.0	Z A H II N
مصوری 1.0	M U S UU R II
حلقوں 1.0	H A L Q OON
نسلوں 1.0	N A S L OON
ترجیحی 1.0	TD A R DZ II H II
ہصیم 1.0	H A S II M
بینچ 1.0	B AE N TS
غلطی 1.0	GG A L TD II
وی 1.0	V II
وہ 1.0	V V AA
بنائیں 1.0	B A N AA AYN
بینک 1.0	B AE N K
قطار 1.0	Q I TD AA R
شانگلہ 1.0	SH AA NG L AA
مسیحی 1.0	M A S II H II
متحرک 1.0	M U TD A H A R R I K
لیں 1.0	L AYN
بھلا 1.0	BH A L AA
پڑتا 1.0	P A RR TD AA
سمندری 1.0	S A M A N DD A R II
کنڈ 1.0	K U N D
جھلک 1.0	DZH A L A K
عجوبہ 1.0	A DZ UU B AA
راول 1.0	R AA V A L
گھیرے 1.0	GH AY R AY
دکھا 1.0	DD U KH KH AA
گھیرا 1.0	GH AY R AA
پڑتی 1.0	P A RR TD II
صرافہ 1.0	S A R R AA F AA
ون 1.0	V A N
نوشابہ 1.0	N OO SH AA B AA
نبیلہ 1.0	N A B II L AA
محتا 1.0	M U H TD AA
بینا 1.0	B II N AA
تلخیاں 1.0	TD A L X I J AAN
بچاتے 1.0	B A TS AA TD AY
مؤمن 1.0	M UU A M M A N
لگایا 1.0	L A G AA J AA
جہد 1.0	DZ I H DD
کلثوم 1.0	K A L S UU M
آسمارا 1.0	AA S M AA R AA
ثقات 1.0	S I Q AA TD
جہت 1.0	DZ I H A TD
ور 1.0	V A R
وش 1.0	V I SH
راوی 1.0	R AA V II
چڑھایا 1.0	TS A RRH AA J AA
محمد 1.0	M U H A M M A DD
علم 1.0	A L A M
بیرسٹری 1.0	B AE R I S T R II
ساحرہ 1.0	S AA H I R AA
گوندل 1.0	G OO N DD I L
قبضے 1.0	Q A B Z AY
فروغ 1.0	F U R UU GG
قبضہ 1.0	Q A B Z AA
احتجاج 1.0	I H TD I DZ AA DZ
پھرنے 1.0	PH I R N AY
درخواستیں 1.0	DD A R X AA S TD AYN
زیور 1.0	Z AY V A R
ایمپائر 1.0	AE M P AA I R
حاضرین 1.0	H AA Z I R II N
علی 1.0	A L II
آفتاب 1.0	AA F TD AA B
آسان 1.0	AA S AA N
شرقیہ 1.0	SH A R Q I J AA
ریڈیو 1.0	R AE D J OO
واحد 1.0	V AA H I DD
اراکین 1.0	A R AA K II N
قصائی 1.0	Q A S AA II
انتضامات 1.0	I N TD I Z AA M AA TD
جرنلسٹ 1.0	DZ A R N A L I S T
ماہم 1.0	M AA H A M
ستر 1.0	S A TD TD A R
بگڑی 1.0	B I G RR II
سنبھالنا 1.0	S A M BH AA L N AA
ڈانٹا 1.0	D AA N T AA
گڈو 1.0	G U D D UU
جھگڑے 1.0	DZH A G RR AY
جناح 1.0	DZ A N AA
جناب 1.0	DZ A N AA B
پکوڑے 1.0	P A K O RR AY
زبان 1.0	Z U B AA N
فروہ 1.0	F A R V AA
گلگت 1.0	G I L G A TD
چونک 1.0	TS O N K
فاطمہ 1.0	F AA TD M AA
ہاتھی 1.0	H AA TDH II
خون 1.0	X UU N
راست 1.0	R AA S TD
چڑیاں 1.0	TS I RR J AAN
ہادی 1.0	H AA DD II
ماشا 1.0	M AA SH AA
ٹانگ 1.0	T AA NG
ڈھلتی 1.0	DH A L TD II
ہجرت 1.0	H I DZ R A TD
افگن 1.0	A F G A N
خوانی 1.0	X V AA N II
آفندی 1.0	AA F A N DD II
پرورش 1.0	P A R OO R I SH
پرہیز 1.0	P A R H AY Z
مسئلے 1.0	M A S A L AY
آسٹریلیا 1.0	AA S T A R AY L I J AA
رکھوا 1.0	R A KH V AA
کیفیت 1.0	K AE F I J J A TD
مسئلہ 1.0	M A S A L AA
پروری 1.0	P A R OO R II
موسیقی 1.0	M UU S II Q II
دریاؤں 1.0	DD A R J AA OON
زور 1.0	Z O R
خوشیوں 1.0	X U SH II OON
حادث 1.0	H AA DD I S
مطابق 1.0	M U TD AA B I Q
آبدار 1.0	AA B DD AA R
نزہت 1.0	N A Z A H TD A TD
تقاضوں 1.0	TD A Q AA Z OON
طاہر 1.0	TD AA H I R
ہاتھا 1.0	H AA TDH AA
دعا 1.0	DD U AA
ڈسکہ 1.0	D I S K AA
ریواز 1.0	R II V AA Z
حالت 1.0	H AA L A TD
کیماڑی 1.0	K II M AA RR II
فصاحت 1.0	F A S AA H A TD
فائدہ 1.0	F AA I DD AA
پاؤوں 1.0	P AA UUN OON
ایجنسی 1.0	AY DZ A N S II
