<oov> 1.0	oov
بختاور 1.0	B A X T_D A_A V A R
معاملہ 1.0	M U A_A M A L A_A
برہم 1.0	B A R H A M
بابوسر 1.0	B A_A B U_U S A R
معاملے 1.0	M U A_A M A L A_Y
نامور 1.0	N A_A M V A R
سربلند 1.0	S A R B A L A N D_D
انبار 1.0	A M B A_A R
اویس 1.0	A V AE S
آئمہ 1.0	A_A I M A_A
پیشِ 1.0	P A_Y S_H A_Y
پتریاٹہ 1.0	P A T_D A R J A_A T A_A
پہچانتا 1.0	P AE_H H TS A_A N T_D A_A
مشہور 1.0	M A S_H H U_U R
رویئے 1.0	R A V II A_Y
حسنین 1.0	H A S N AE N
اوڑھ 1.0	O_O R_R_H
ٹیں 1.0	T A_Y_N
افراہیم 1.0	I F R A_A H II M
مجموعہ 1.0	M A D_Z M U_U A_A
عالمگیر 1.0	A_A L A M G II R
کتا 1.0	K A T_D T_D A_A
کتب 1.0	K U T_D A B
مجموعی 1.0	M A D_Z M U_U II
ٹیک 1.0	T II K
سروش 1.0	S A R O_O S_H
زار 1.0	Z A_A R
اشفاق 1.0	A S_H F A_A Q
فصل 1.0	F A S L
دیوار 1.0	D_D II V A_A R
سروس 1.0	S A R U_U S
نبھانا 1.0	N I B_H A_A N A_A
چھوڑنا 1.0	TS_H O_O R_R N A_A
تقرریاں 1.0	T_D A Q A R R U J A_A_N
پیشس 1.0	P A_Y S_H A S
رزقِ 1.0	R A Z Q A_Y
خبر 1.0	X A B A R
روزینہ 1.0	R O_O Z II N A_A
گروپوں 1.0	G A R U_U P O_O_N
ستمبر 1.0	S I T_D A M B A R
نامناسب 1.0	N A_A M U N A_A S I B
کیسی 1.0	K A_Y S II
محسوس 1.0	M A H S U_U S
کیسے 1.0	K AE S A_Y
آبرو 1.0	A_A B R U_U
نوشاد 1.0	N O S_H A_A D_D
آمدنی 1.0	A_A M D_D A N II
آتشزدگی 1.0	A_A T_D I S_H Z A D_D G II
ہدایت 1.0	H I D_D A_A J A T_D
زراعت 1.0	Z I R A_A A T_D
دارومدار 1.0	D_D A_A R O_O M D_D A_A R
کتاب 1.0	K I T_D A_A B
جشن 1.0	D_Z A S_H A N
خواہش 1.0	X A_A H I S_H
ضرور 1.0	Z U R U_U R
رضیہ 1.0	R A Z II J A_A
دشمنوں 1.0	D_D U S_H M A N O_O_N
فیکٹریوں 1.0	F AE K T A R II O_O_N
ضروت 1.0	Z A R U_U T_D
ادھار 1.0	U D_D_H A_A R
سالہا 1.0	S A_A L H A_A
نشریات 1.0	N A S_H R I J A_A T_D
ضروی 1.0	Z U R R II
درہم 1.0	D_D A R H A M
ہنگم 1.0	H A N_G G A M
طاقت 1.0	T_D A_A Q A T_D
ارصی 1.0	A R S II
غالباً 1.0	G_G A_A L I B A N
گھر 1.0	G_H I R
ہنگو 1.0	H A N_G G U_U
بھیجنے 1.0	B_H A_Y D_Z N A_Y
فن 1.0	F A N
کنجوسی 1.0	K A N D_Z U_U S II
بہار 1.0	B A H A_A R
علیمہ 1.0	A L II M A_A
نکھر 1.0	N I K_H A R
شہلا 1.0	S_H A H L A_A
کمزوروں 1.0	K A M Z O_O R O_O_N
کیسا 1.0	K AE S A_A
چودہ 1.0	TS O D_D A_A
خلافِ 1.0	X A L A_A F A_Y
تنویر 1.0	T_D A N V II R
کرایہ 1.0	K A R A_A J A_A
فٹ 1.0	F A T
گزار 1.0	G U Z A_A R
مارنے 1.0	M A_A R N A_Y
زردی 1.0	Z A R D_D II
رائیگاں 1.0	R A_A II G A_A_N
جاگتا 1.0	D_Z A_A G T_D A_A
سازی 1.0	S A_A Z II
شعر 1.0	S_H A_Y R
پسنی 1.0	P I S N II
بڑھا 1.0	B A R_R_H A_A
پریس 1.0	P A R A_Y S
ریشمی 1.0	R A_Y S_H M II
عبادات 1.0	I B A_A D_D A_A T_D
رکھو 1.0	R A K K_H U_U
بڑھو 1.0	B A R_R_H O_O
رزلٹ 1.0	R I Z A L T
رکھا 1.0	R A K K_H A_A
غرل 1.0	G_G A R L
ٹنھڈ 1.0	T_H A N D_H
کالجوں 1.0	K A_A L D_Z O_O_N
چیئرنگ 1.0	TS A_Y A R I N_G
رہتا 1.0	R A H T_D A_A
ٹوٹی 1.0	T O_O T II
ہوناچاہیے 1.0	H O_O N A_A TS A_A H II A_Y
پیچیدہ 1.0	P A_Y TS II D_D A_A
رہتے 1.0	R A H T_D A_Y
حلق 1.0	H A L Q
حلف 1.0	H A L F
بروز 1.0	B U R U_U Z
نثار 1.0	N I S A_A R
سازو 1.0	S A_A Z U_U
مساجد 1.0	M A S A_A D_Z I D_D
لازم 1.0	L A_A Z I M
رہتی 1.0	R AE_H H T_D II
بداعمالی 1.0	B A D_D A M A_A L II
کلفٹن 1.0	K A L F A T A N
رکھے 1.0	R A K K_H A_Y
پیرزادہ 1.0	P AE R Z A_A D_D A_A
پوشاکی 1.0	P O_O S_H A_A K II
رکھی 1.0	R A K K_H II
ارسل 1.0	A R S A L
ڈھکّن 1.0	D_H A K K A N
مورگاہ 1.0	M O R G A_A
زاہدہ 1.0	Z A_A H I D_D A_A
بدمعاش 1.0	B A D_D M A_A S_H
یومِ 1.0	J U_U M A_Y
علاؤالدین 1.0	A L A V A_A L D_D II N
سازش 1.0	S A_A Z I S_H
جزو 1.0	D_Z U Z V
بیزار 1.0	B A_Y Z A_A R
مارنا 1.0	M A_A R N A_A
پسند 1.0	P I S A N D_D
دعوی 1.0	D_D A_A V A_A
پہلے 1.0	P AE_H H L A_Y
ثقلین 1.0	S A Q L II N
پہلی 1.0	P AE_H H L II
رام 1.0	R A_A M
ہندوستان 1.0	H I N D_D O_O S T_D A_A N
سہاب 1.0	S A H H A_A B
چاہئے 1.0	TS A_A H I A_Y
شمسہ 1.0	S_H A M S A_A
خوشبو 1.0	X U S_H B U_U
اعتزاز 1.0	I T_D I Z A_A Z
بشیرہ 1.0	B A S_H II R A_A
عجائب 1.0	A D_Z A_A I B
دوسری 1.0	D_D U_U S R II
بھکاری 1.0	B_H A K A_A R II
دوسرے 1.0	D_D U_U S R A_Y
گاہکوں 1.0	G A_A H A K O_O_N
منصورہ 1.0	M A N S U_U R A_A
نادرہ 1.0	N A_A D_D I R A_A
محتسب 1.0	M U H T_D A S A B
سکھا 1.0	S I K_H A_A
راج 1.0	R A_A D_Z
سالانہ 1.0	S A_A L A_A N A_A
رات 1.0	R A_A T_D
ادبی 1.0	A D_D A B II
مانسہرہ 1.0	M A_A N S A H R A_A
سکھر 1.0	S I K_H A R
رزاق 1.0	R A Z Z A_A Q
انجمن 1.0	I N D_Z A M A N
پہلو 1.0	P AE_H H L O_O
تجمل 1.0	T_D A D_Z A M M U L
راہ 1.0	R A_A
حفیظہ 1.0	H A F II Z A_A
منافع 1.0	M U N A_A F A_A
وابستہ 1.0	V A_A B A S T_D A_A
کہکشاں 1.0	K A H K A S_H A_A_N
اِتنا 1.0	I T_D N A_A
ں 1.0	A T_D
علیشیہ 1.0	A L A_Y S_H I J A_A
مائیں 1.0	M A_A A_Y_N
موبائل 1.0	M O_O B A_A I L
نامعلوم 1.0	N A_A M U L U_U M
پائے 1.0	P A_A A_Y
مجوعی 1.0	M A D_Z U_U II
سامان 1.0	S A_A M A_A N
آدمی 1.0	A_A D_D M II
مزید 1.0	M U Z II D_D
پائی 1.0	P A_A II
جائیداد 1.0	D_Z A_A II D_D A_A D_D
راگ 1.0	R A_A G
راک 1.0	R A_A K
مولوی 1.0	M O_O L V II
پہلا 1.0	P AE_H H L A_A
فائزہ 1.0	F A_A I Z A_A
کٹوا 1.0	K A T V A_A
وفاقی 1.0	V A F A_A Q II
پاکستان 1.0	P A_A K I S T_D A_A N
گوادر 1.0	G A V A_A D_D A R
زائد 1.0	Z A_A I D_D
موت 1.0	M U_U V A T_D
کہے 1.0	K A H A_Y
آتا 1.0	A_A T_D A_A
پختہ 1.0	P U X T_D A_A
افراح 1.0	A F R A_A
افراد 1.0	A F R A_A D_D
تجارتی 1.0	T_D I D_Z A_A R T_D II
افراض 1.0	A F R A_A Z
آخرت 1.0	A_A X A R A T_D
افراز 1.0	A F R A_A Z
مردوں 1.0	M U R D_D O_O_N
حیدر 1.0	H AE D_D A R
قالین 1.0	Q A_A L II N
پاک 1.0	P A_A K
موڑ 1.0	M O_O R_R
رخسانہ 1.0	R U X S A_A N A_A
شفق 1.0	S_H A F A Q
کہو 1.0	K A H U_U
پاپ 1.0	P A_A P
آتی 1.0	A_A T_D II
آخری 1.0	A_A X I R II
آتے 1.0	A_A T_D A_Y
کہا 1.0	K A H A_A
کلیم 1.0	K A L II M
داؤد 1.0	D_D U U_U D_D
پاس 1.0	P A_A S
اصولوں 1.0	U S U_U L O_O_N
بوتل 1.0	B O_O T_D A L
آڑے 1.0	A_A R_R A_Y
پات 1.0	P A_A T_D
اٹھا 1.0	U T_H A_A
مسافر 1.0	M U S A_A F I R
بازغہ 1.0	B A_A Z G_G A_A
جھگڑوں 1.0	D_Z_H A G R_R O_O_N
ملازمین 1.0	M U L A_A Z M II N
گڑھ 1.0	G A R_R_H
مخصوص 1.0	M A X S U_U S
گھوڑی 1.0	G_H O_O R_R II
گھوڑے 1.0	G_H O_O R_R A_Y
روشنی 1.0	R O_O S_H N II
موہن 1.0	M O_O H A N
داستان 1.0	D_D A_A S T_D A_A N
استاد 1.0	U S T_D A_A D_D
افہام 1.0	I F H A_A M
تعینات 1.0	T_D A Y II N A_A T_D
ثریا 1.0	S U R A J A_A
باعث 1.0	B A_A I S
تکرار 1.0	T_D A K R A_A R
شیٹ 1.0	S_H II T
ابوبکر 1.0	A B U_U B A K R
بنائی 1.0	B A N A_A II
سبطین 1.0	S A B T_D II N
ذہانت 1.0	Z A H A_A N A T_D
گھوڑا 1.0	G_H O_O R_R A_A
بڑھنے 1.0	B A R_R_H N A_Y
بھلائی 1.0	B_H A L A_A II
بشر 1.0	B A S_H A R
عظمت 1.0	A Z M A T_D
شیخ 1.0	S_H II X
ٹ 1.0	T
منشور 1.0	M A N S_H U_U R
کونسی 1.0	K O N S II
سے 1.0	S AE
رواج 1.0	R A V A_A D_Z
روات 1.0	R A V A_A T_D
صفورہ 1.0	S A F U_U R A_A
سی 1.0	S II
چھپی 1.0	TS_H A P P II
پیشہ 1.0	P A_Y S_H A_A
کرسمس 1.0	K A R I S M A S
ڈگری 1.0	D I G R II
جنگل 1.0	D_Z A N_G G A L
واسطے 1.0	V A_A S I T_D A_Y
گلاس 1.0	G A L A_A S
واسطہ 1.0	V A_A S I T_D A_A
گلاب 1.0	G U L L A_A B
سچ 1.0	S A TS
حنا 1.0	H A N N A_A
قدوس 1.0	Q U D_D D_D U_U S
چمک 1.0	TS A M A K
نفرتیں 1.0	N A F A R A T_D A_Y_N
پربت 1.0	P A R B A T_D
محسن 1.0	M U H S I N
چمن 1.0	TS A M A N
حنہ 1.0	H U N H A_A
کونسل 1.0	K O N S A L
سو 1.0	S O_O
اکرام 1.0	I K R A_A M
سن 1.0	S A N
درسگاہوں 1.0	D_D A R A S G A_A H O_O_N
علاوہ 1.0	A L A_A V A_A
ژوب 1.0	Z U_U B
سنبل 1.0	S A M B A L
یقینی 1.0	J A Q II N II
عائلہ 1.0	A_A I L A_A
نکلے 1.0	N I K L A_Y
سفارشی 1.0	S I F A_A R S_H II
ثالث 1.0	S A_A L I S
تفریح 1.0	T_D A F R II H
سبحان 1.0	S U B H A_A N
نکلی 1.0	N I K L II
بیسیوں 1.0	B AE S II O_O_N
ناگہانی 1.0	N A_A G A H A_A N II
سر 1.0	S A R
بدصورتیاں 1.0	B A D_D S U_U R T_D II A_A_N
سب 1.0	S A B
سا 1.0	S A_A
مدیحہ 1.0	M A D_D II H A_A
ہزاروں 1.0	H A Z A_A R O_O_N
کھائیے 1.0	K_H A_A II A_Y
دعوتِ 1.0	D_D A Y V A T_D A_Y
چھا 1.0	TS_H A_A
بھائی 1.0	B_H A_A II
پڑا 1.0	P A R_R A_A
اقدس 1.0	A Q D_D A S
ہاروت 1.0	H A_A R U_U T_D
تقرری 1.0	T_D A Q A R R U R II
قلعہ 1.0	Q A L A_A
جذباتیت 1.0	D_Z A Z B A_A T_D II J A T_D
منصوبوں 1.0	M A N S U_U B O_O_N
خطرناک 1.0	X A T_D A R N A_A K
سوالات 1.0	S A V A_A L A_A T_D
چمچہ 1.0	TS A M TS A_A
بچپن 1.0	B A TS P A N
ملبے 1.0	M A L B A_Y
مغیث 1.0	M U G_G II S
جمہوری 1.0	D_Z A M H U_U R II
ہارون 1.0	H A_A R U_U N
ہیبت 1.0	H AE B A T_D
سالوں 1.0	S A_A L O_O_N
دائرہ 1.0	D_D A_A I R A_A
گاہ 1.0	G A_A
انہوں 1.0	U N H O_O_N
بلاول 1.0	B A L A_A V A L
فائق 1.0	F A_A I Q
سعدی 1.0	S A D_D II
نہاد 1.0	N I H H A_A D_D
پڑھ 1.0	P A R_R_H
حالات 1.0	H A_A L A_A T_D
پڑے 1.0	P A R_R A_Y
فنڈز 1.0	F A N D Z
فائز 1.0	F A_A I Z
فائر 1.0	F A_A I R
عبقرہ 1.0	A B Q A R A_A
شدید 1.0	S_H A D_D II D_D
سفر 1.0	S A F A R
غریبہ 1.0	G_G A R II B A_A
اللہ 1.0	A L L A H
ویسڑیج 1.0	V AE S R_R A_Y D_Z
جازع 1.0	D_Z A_A Z A_Y
لاڈ 1.0	L A_A D
جویریہ 1.0	D_Z O J R I J A_A
فراست 1.0	F A R A_A S A T_D
اصول 1.0	U S U_U L
لازمی 1.0	L A_A Z M II
دہشت 1.0	D_D AE_H H S_H A T_D
سکتی 1.0	S A K T_D II
سکتے 1.0	S A K T_D A_Y
اٹھاتی 1.0	U T_H A_A T_D II
ریاستی 1.0	R II A_A S T_D II
دوڑنے 1.0	D_D O_O R_R N A_Y
تلاشی 1.0	T_D A L A_A S_H II
نوجوان 1.0	N O D_Z A V A_A N
دھونے 1.0	D_D_H O_O N A_Y
بھیڑ 1.0	B_H A_Y R_R
آسمان 1.0	A_A S M A_A N
خیام 1.0	X A J A_A M
خیال 1.0	X A J A_A L
تاکہ 1.0	T_D A_A K A_A
اترنا 1.0	U T_D A R N A_A
ٹوکیو 1.0	T O_O K II O_O
بھیک 1.0	B_H II K
کنول 1.0	K A N V A L
چھٹیاں 1.0	TS_H U T T I J A_A_N
ہوئے 1.0	H U_U A_Y
ہیلتھ 1.0	H AE L T_D_H
عدم 1.0	A D_D A M
امیدیں 1.0	U M II D_D A_Y_N
دفاعی 1.0	D_D I F A_A II
جائیں 1.0	D_Z A_A A_Y_N
ہوئی 1.0	H U_U II
لاؤ 1.0	L A_A O_O
رفیق 1.0	R A F II Q
لاج 1.0	L A_A D_Z
تندرست 1.0	T_D A N D_D U R U S T_D
علیجاہ 1.0	A L II D_Z A_A
اشارے 1.0	I S_H A_A R A_Y
لال 1.0	L A_A L
زخمیوں 1.0	Z A X M II O_O_N
نقشہ 1.0	N A Q S_H A_A
ً 1.0	A T_D
سکتا 1.0	S A K T_D A_A
تکلفی 1.0	T_D A K A L L U F II
رکزہ 1.0	R A K Z A_A
رفیع 1.0	R A F II
علاقائی 1.0	A L L A_A Q A_A II
بگڑ 1.0	B I G A R_R
زرخیز 1.0	Z A R X A_Y Z
راستے 1.0	R A_A S T_D A_Y
گِن 1.0	G I N
راستہ 1.0	R A_A S T_D A_A
جائیے 1.0	D_Z A_A II A_Y
گنکا 1.0	G U N K A_A
کلور 1.0	K A L O_O R
پریشانی 1.0	P A R A_Y S_H A_A N II
لبرٹی 1.0	L I B A R T II
اکثر 1.0	A K S A R
ڈونر 1.0	D O_O N A R
اسلحے 1.0	A S L A_Y
دیواروں 1.0	D_D II V A_A R O_O_N
ٹکٹوں 1.0	T I K A T O_O_N
خط 1.0	X A T_D
قائد 1.0	Q A_A I D_D
اِسے 1.0	I S A_Y
ورائٹی 1.0	V A R A_A I T II
اقارب 1.0	A Q A_A R I B
قائم 1.0	Q A_A I M
چہروں 1.0	TS AE_H H R O_O_N
سامنا 1.0	S A_A M N A_A
فرزند 1.0	F A R Z A N D_D
آگاہی 1.0	A_A G A_A H II
پھینٹیں 1.0	P_H AE N T A_Y_N
اِسی 1.0	I S II
مثال 1.0	M I S A_A L
بچنے 1.0	B A TS N A_Y
پارٹی 1.0	P A_A R T II
جمہوریت 1.0	D_Z A M H U_U R II J A T_D
ساکھ 1.0	S A_A K_H
کپڑوں 1.0	K A P R_R O_O_N
بچنا 1.0	B A TS N A_A
شاہدرہ 1.0	S_H A_A H D_D I R A_A
سامنے 1.0	S A_A M N A_Y
سراج 1.0	S A R A_A D_Z
زینب 1.0	Z AE N B
بندر 1.0	B A N D_D A R
دلنے 1.0	D_D I L N A_Y
کاغان 1.0	K A_A G_G A_A N
سیاحوں 1.0	S I J J A_A H O_O_N
صلاحیتوں 1.0	S A L A_A H II J A T_D O_O_N
غسل 1.0	G_G A S A L
تحفیظ 1.0	T_D A H F II Z
پرلئی 1.0	P U R L A II
کومل 1.0	K O_O M A L
اِسم 1.0	I S M
فرحت 1.0	F A R H A T_D
نظیر 1.0	N A Z II R
ضدی 1.0	Z I D_D D_D II
خامیوں 1.0	X A_A M II O_O_N
جاری 1.0	D_Z A_A R II
بولنا 1.0	B O_O L N A_A
فورا 1.0	F O_O R A_A
آپے 1.0	A_A P A_Y
جوابات 1.0	D_Z A V A_A B A_A T_D
تیر 1.0	T_D AE R
پڑھنے 1.0	P A R_R_H N A_Y
تیز 1.0	T_D A_Y Z
ہمراہ 1.0	H A M R A_A
چیزوں 1.0	TS II Z O_O_N
تھکن 1.0	T_D_H A K A N
امانت 1.0	A M A_A N A T_D
پروفیسر 1.0	P A R O_O F AE S A R
لاٹھی 1.0	L A_A T_H II
خاران 1.0	X A_A R A_A N
کشکول 1.0	K A S_H K U_U L
میڈیا 1.0	M AE D I J A_A
تیل 1.0	T_D II L
تین 1.0	T_D II N
انتھک 1.0	A N T_D_H A K
کمیٹیوں 1.0	K A M A_Y T II O_O_N
چلاتا 1.0	TS A L A_A T_D A_A
حنان 1.0	H I N A_A N
دھوم 1.0	D_D_H U_U M
دھول 1.0	D_D_H U_U L
دباو 1.0	D_D A B A_A O_O
اختلا 1.0	I X T_D I L A_A
طبیبہ 1.0	T_D A B II B A_A
اصلاحات 1.0	I S L A_A H A_A T_D
چلاتی 1.0	TS A L L A_A T_D II
سننے 1.0	S U N N A_Y
انتہائی 1.0	I N T_D I H A_A II
ہیں 1.0	H II_N
پٹرولیم 1.0	P I T R O_O L I J A M
کشمور 1.0	K A S_H M U_U R
یہاں 1.0	J A H A_A_N
تابدار 1.0	T_D A_A B D_D A_A R
تھکے 1.0	T_D_H A K K A_Y
مسافروں 1.0	M U S A_A F I R O_O_N
غضنفر 1.0	G_G A Z N A F A R
مرزا 1.0	M A R Z A_A
آنسو 1.0	A_A N S U_U
دیہاڑے 1.0	D_D A_Y H A_A R_R A_Y
چاول 1.0	TS A_A V A L
پھول 1.0	P_H U_U L
پڑھنا 1.0	P A R_R_H N A_A
احکامات 1.0	I H K A_A M A_A T_D
قابل 1.0	Q A_A B I L
روانی 1.0	R A V A_A N II
روانہ 1.0	R A V A_A N A_A
قابو 1.0	Q A_A B U_U
بک 1.0	B U K
فوری 1.0	F O_O R II
بولنے 1.0	B O_O L N A_Y
بہادری 1.0	B A H A_A D_D R II
ثوبیہ 1.0	S U_U B I J A_A
ہیے 1.0	H II A_Y
ڈالنی 1.0	D A_A L N II
کوہستان 1.0	K O_O H I S T_D A_A N
جالب 1.0	D_Z A_A L I B
جوں 1.0	D_Z U_U_N
علاقہ 1.0	A L L A_A Q A_A
گہرائی 1.0	G AE_H H R A_A II
تاروں 1.0	T_D A_A R O_O_N
طغیانی 1.0	T_D U G_G J A_A N II
سرور 1.0	S A R U_U R
یتیم 1.0	J A T_D II M
جمعے 1.0	D_Z A M A_Y
روحی 1.0	R U_U H II
سپریم 1.0	S I P R II M
عندلیب 1.0	A N D_D A L II B
گڑگڑاہت 1.0	G I R_R G I R_R A_A H A T_D
دائمہ 1.0	D_D A_A I M A_A
دہانی 1.0	D_D A H A_A N II
عارفہ 1.0	A_A R I F A_A
فورٹرس 1.0	F O_O R T R A S
ڈالنا 1.0	D A_A L N A_A
جوہی 1.0	D_Z U_U H II
عوام 1.0	A V A_A M
گورنر 1.0	G A V A R N A R
اقدام 1.0	I Q D_D A_A M
چھاپے 1.0	TS_H A_A P A_Y
رونے 1.0	R O_O N A_Y
سیڑھی 1.0	S II R_R_H II
سمہ 1.0	S A M A_A
بچاو 1.0	B A TS A_A O_O
غازیہ 1.0	G_G A_A Z I J A_A
پہنو 1.0	P AE_H H N O_O
بِلاشبہ 1.0	B I L A_A S_H A B A_A
حظیظ 1.0	H A Z II Z
شگون 1.0	S_H A G U_U N
کھیتوں 1.0	K_H A_Y T_D O_O_N
وکیلوں 1.0	V A K A_Y L O_O_N
کوتاہی 1.0	K O_O T_D A_A H II
ہیڈماسڑ 1.0	H AE D M A_A S A R_R
عالیہ 1.0	A_A L I J A_A
پہنا 1.0	P AE_H H N A_A
لودھراں 1.0	L U_U D_D_H R A_A_N
پیغام 1.0	P AE G_G A_A M
ناکامی 1.0	N A_A K A_A M II
ٹیلیفون 1.0	T AE L II F U_U N
میلہ 1.0	M A_Y L A_A
خبریں 1.0	X A B R A_Y_N
جگت 1.0	D_Z U G A T_D
مشوروں 1.0	M A S_H V A R O_O_N
رنگیلا 1.0	R A N_G G II L A_A
میلسی 1.0	M AE L S II
گوجرانوالہ 1.0	G U_U D_Z A R A N V A_A L A_A
خریدوں 1.0	X A R II D_D O_O_N
جگہ 1.0	D_Z A G A_A
چھپاتے 1.0	TS_H U P A_A T_D A_Y
کھاؤ 1.0	K_H A_A O_O
سعود 1.0	S A U_U D_D
شرکاء 1.0	S_H A R A K A_A
تاخیر 1.0	T_D A_A X II R
دائر 1.0	D_D A_A I R
ملزمان 1.0	M U L Z I M A_A N
فاصلے 1.0	F A_A S I L A_Y
قومیں 1.0	Q O M A_Y_N
چائییے 1.0	TS A_A II J A_Y
لاکھ 1.0	L A_A K_H
ملکوں 1.0	M U L K O_O_N
گاڑیوں 1.0	G A_A R_R II O_O_N
شہریار 1.0	S_H AE_H H R J A_A R
واپڈا 1.0	V A_A P D A_A
پہنچ 1.0	P O_O_H H N TS
تنظیمں 1.0	T_D A N A Z Z A_Y_N M
عفیرہ 1.0	A F II R A_A
نمبر 1.0	N A M B A R
اجداد 1.0	A D_Z D_D A_A D_D
تعلیم 1.0	T_D A L II M
اکیڈمی 1.0	A K AE D M II
رو 1.0	R O_O
صوفے 1.0	S O_O F A_Y
حمیم 1.0	H A M II M
سبب 1.0	S A B A B
کھیلا 1.0	K_H A_Y L A_A
اوٹ 1.0	U_U T
سبق 1.0	S A B A Q
ہڑتال 1.0	H A R_R T_D A_A L
رس 1.0	R A S
رش 1.0	R A S_H
عبادت 1.0	I B A_A D_D A T_D
ناپید 1.0	N A_A P II D_D
اقدامات 1.0	I Q D_D A_A M A_A T_D
معصوم 1.0	M A_A S U_U M
حمید 1.0	H A M II D_D
رد 1.0	R A D_D
رخ 1.0	R U X
ملک 1.0	M U L A K
پالیسی 1.0	P A_A L II S II
رہ 1.0	R A H
جیو 1.0	D_Z II V
حوالے 1.0	H A V A_A L A_Y
جیل 1.0	D_Z A_Y L
جیٹ 1.0	D_Z AE T
کھیلی 1.0	K_H A_Y L II
کھیلے 1.0	K_H A_Y L A_Y
اوچ 1.0	O_O TS
غپاڑہ 1.0	G_G U P A_A R_R A_A
چترال 1.0	TS I T_D R A_A L
ہٹا 1.0	H A T T A_A
کمپنیاں 1.0	K A M P A N I J A_A_N
زمنیدار 1.0	Z I M A N II D_D A_A R
صبیح 1.0	S A B II
کسانوں 1.0	K I S A_A N O_O_N
ہمبر 1.0	H A M B A R
سبی 1.0	S A B II
دکھائے 1.0	D_D I K_H A_A A_Y
قرضوں 1.0	Q A R Z O_O_N
نورالحَسن 1.0	N O R U L H A S A N
ملی 1.0	M A L II
ملے 1.0	M I L A_Y
جیت 1.0	D_Z II T_D
جیب 1.0	D_Z AE B
دکھائی 1.0	D_D I K_H A_A II
رک 1.0	R U K
تک 1.0	T_D A K
ملازمت 1.0	M U L A_A Z A M A T_D
فلمسازوں 1.0	F I L M S A_A Z O_O_N
نکالیں 1.0	N I K A_A L A_Y_N
کھلاڑیوں 1.0	K_H I L A_A R_R II O_O_N
زدہ 1.0	Z A D_D D_D A_A
ستاروں 1.0	S I T_D A_A R O_O_N
بلاؤ 1.0	B U L A_A O_O
بیان 1.0	B A J A_A N
اڑھائی 1.0	A R_R_H A_A II
کلچر 1.0	K U L TS A R
عبدالرحمن 1.0	A B D_D U L R A_Y M A N
لہر 1.0	L AE_H H R
ڈھک 1.0	D_H A K
شامل 1.0	S_H A_A M I L
تربیت 1.0	T_D A R B II J A T_D
دیا 1.0	D_D I J A_A
اتارنا 1.0	U T_D A_A R N A_A
اسناد 1.0	A S N A_A D_D
ٹیبل 1.0	T A_Y B A L
گھاس 1.0	G_H A_A S
کوششوں 1.0	K O_O S_H I S_H O_O_N
وزیرِثقافت 1.0	V A Z II R A_Y I S Q A_A F A T_D
آواز 1.0	A_A V A_A Z
تولیے 1.0	T_D O_O L J A_Y
رکنی 1.0	R U K N II
مدیر 1.0	M U D_D II R
حاظرین 1.0	H A_A Z I R II N
جوتے 1.0	D_Z U_U T_D A_Y
کلیمہ 1.0	K A L II M A_A
ڈھا 1.0	D_H A_A
ڈھب 1.0	D_H A B
میٹنگ 1.0	M II T I N_G
عاطف 1.0	A_A T_D I F
فردین 1.0	F A R D_D II N
بیٹسمین 1.0	B AE T S M AE N
بدلہ 1.0	B A D_D L A_A
انسان 1.0	I N S A_A N
بدلی 1.0	B A D_D L II
سنبھال 1.0	S A M B_H A_A L
شعراء 1.0	S_H U A R A_A
بدلے 1.0	B A D_D L A_Y
پاؤں 1.0	P A_A U_U_N
خاندان 1.0	X A_A N D_D A_A N
نگرانی 1.0	N I G R A_A N II
نمائندگی 1.0	N U M A_A I N D_D A G II
ریفرنس 1.0	R AE F R A N S
فیصد 1.0	F II S A D_D
ڈوب 1.0	D U_U B
ڈیرہ 1.0	D A_Y R A_A
اوارد 1.0	A V A_A R I D_D
سبزی 1.0	S A B Z II
مراحل 1.0	M U R A_A H A L
ڈیرے 1.0	D A_Y R A_Y
کھیلنے 1.0	K_H A_Y L N A_Y
آبرہ 1.0	A_A B R A_A
کھیلنا 1.0	K_H A_Y L N A_A
کورٹ 1.0	K O_O R T
وآواز 1.0	V A_A V A_A Z
نائلہ 1.0	N A_A I L A_A
نمائشی 1.0	N U M A_A I S_H II
اندر 1.0	A N D_D A R
کتابوں 1.0	K I T_D A_A B O_O_N
ٹیکس 1.0	T AE K S
آبدیدہ 1.0	A_A B D_D II D_D A_A
مہمانِ 1.0	M AE_H H M A_A N A_Y
چارسدہ 1.0	TS A_A R S A D_D A_A
کورس 1.0	K U_U R S
انکار 1.0	I N K A_A R
چوراہوں 1.0	TS O R A_A H O_O_N
ثمینہ 1.0	S A M II N A_A
گھٹتی 1.0	G_H A T T_D II
ہوزان 1.0	H O_O Z A_A N
توصیف 1.0	T_D O S II F
امبر 1.0	A M B A R
بوندا 1.0	B O N D_D A_A
کھلتی 1.0	K_H I L T_D II
ذوالفقار 1.0	Z U L F I Q A_A R
سکینہ 1.0	S A K II N A_A
روجھان 1.0	R U_U D_Z_H A_A N
عورتوں 1.0	O R A T_D O_O_N
کاکول 1.0	K A_A K U_U L
والدین 1.0	V A_A L D_D II N
الحمرا 1.0	A L H I M R A_A
مصور 1.0	M U S U_U R
دار 1.0	D_D A_A R
زبانوں 1.0	Z U B A_A N O_O_N
شکی 1.0	S_H I K K II
